"","Country","Amount","FirstMth","LastMth","Months","Purchases","Amount.per.Purchase","Purchases.per.Month","Amount.per.Month"
"16174","United Kingdom",1009.55,8,9,2,23,43.8934782608696,11.5,504.775
"16175","United Kingdom",1037.59,5,10,6,58,17.8894827586207,9.66666666666667,172.931666666667
"16177","United Kingdom",331.95,11,11,1,15,22.13,15,331.95
"16178","United Kingdom",197.9,8,8,1,8,24.7375,8,197.9
"16179","United Kingdom",215.83,11,11,1,11,19.6209090909091,11,215.83
"16180","United Kingdom",10254.18,5,9,5,162,63.2974074074074,32.4,2050.836
"16181","United Kingdom",305.54,10,10,1,11,27.7763636363636,11,305.54
"16182","United Kingdom",6617.65,3,10,8,28,236.344642857143,3.5,827.20625
"16183","United Kingdom",338.71,11,11,1,15,22.5806666666667,15,338.71
"16184","United Kingdom",1158.79,6,11,6,45,25.7508888888889,7.5,193.131666666667
"16185","United Kingdom",529.41,5,12,8,31,17.0777419354839,3.875,66.17625
"16186","United Kingdom",4006.94,1,12,12,218,18.3804587155963,18.1666666666667,333.911666666667
"16187","United Kingdom",6911.44,3,12,10,295,23.4286101694915,29.5,691.144
"16188","United Kingdom",981.86,5,11,7,67,14.6546268656716,9.57142857142857,140.265714285714
"16189","United Kingdom",215.48,10,12,3,11,19.5890909090909,3.66666666666667,71.8266666666667
"16190","United Kingdom",215.08,11,11,1,6,35.8466666666667,6,215.08
"16191","United Kingdom",4935.86,1,12,12,129,38.262480620155,10.75,411.321666666667
"16193","United Kingdom",314.45,5,5,1,19,16.55,19,314.45
"16198","United Kingdom",400.681,10,10,1,15,26.7120666666667,15,400.681
"16200","United Kingdom",550.57,7,7,1,58,9.49258620689655,58,550.57
"16201","United Kingdom",1354.07,9,12,4,81,16.7169135802469,20.25,338.5175
"16202","United Kingdom",365.27,1,1,1,18,20.2927777777778,18,365.27
"16203","United Kingdom",592.9,1,11,11,35,16.94,3.18181818181818,53.9
"16204","United Kingdom",405.71,12,12,1,57,7.11771929824561,57,405.71
"16205","United Kingdom",761.38,7,12,6,98,7.76918367346939,16.3333333333333,126.896666666667
"16206","United Kingdom",537.06,2,11,10,63,8.52476190476191,6.3,53.706
"16207","United Kingdom",394.38,12,12,1,19,20.7568421052632,19,394.38
"16208","United Kingdom",664.26,3,11,9,66,10.0645454545455,7.33333333333333,73.8066666666667
"16209","United Kingdom",2262.62,5,10,6,46,49.1873913043478,7.66666666666667,377.103333333333
"16210","United Kingdom",17486.9,1,12,12,111,157.53963963964,9.25,1457.24166666667
"16211","United Kingdom",547.02,10,10,1,23,23.7834782608696,23,547.02
"16212","United Kingdom",690.34,4,12,9,41,16.8375609756098,4.55555555555556,76.7044444444444
"16213","United Kingdom",159,10,10,1,6,26.5,6,159
"16214","United Kingdom",1062.75,4,7,4,44,24.1534090909091,11,265.6875
"16215","United Kingdom",242.35,10,10,1,14,17.3107142857143,14,242.35
"16216","United Kingdom",914.93,4,4,1,37,24.7278378378378,37,914.93
"16217","United Kingdom",304.25,4,5,2,15,20.2833333333333,7.5,152.125
"16218","United Kingdom",3084.68,1,12,12,84,36.722380952381,7,257.056666666667
"16221","United Kingdom",864.86,1,12,12,97,8.9160824742268,8.08333333333333,72.0716666666667
"16222","United Kingdom",846.72,2,2,1,137,6.18043795620438,137,846.72
"16224","United Kingdom",1295.3,5,11,7,96,13.4927083333333,13.7142857142857,185.042857142857
"16225","United Kingdom",1096.32,4,11,8,134,8.18149253731343,16.75,137.04
"16226","United Kingdom",255.12,5,6,2,8,31.89,4,127.56
"16227","United Kingdom",314.22,5,5,1,6,52.37,6,314.22
"16229","United Kingdom",1010.6,6,10,5,47,21.5021276595745,9.4,202.12
"16230","United Kingdom",542.03,6,7,2,35,15.4865714285714,17.5,271.015
"16232","United Kingdom",990.88,6,11,6,37,26.7805405405405,6.16666666666667,165.146666666667
"16233","United Kingdom",536.68,1,10,10,22,24.3945454545455,2.2,53.668
"16235","United Kingdom",867.31,2,11,10,46,18.8545652173913,4.6,86.731
"16236","United Kingdom",432.2,10,10,1,20,21.61,20,432.2
"16239","United Kingdom",414.2,7,11,5,19,21.8,3.8,82.84
"16240","United Kingdom",3718.8,10,12,3,135,27.5466666666667,45,1239.6
"16241","United Kingdom",2607.87,1,12,12,662,3.93938066465257,55.1666666666667,217.3225
"16242","United Kingdom",3054.3,4,12,9,252,12.1202380952381,28,339.366666666667
"16243","United Kingdom",409.1,11,12,2,51,8.02156862745098,25.5,204.55
"16244","United Kingdom",1522.75,1,6,6,91,16.7335164835165,15.1666666666667,253.791666666667
"16245","United Kingdom",1413.66,4,12,9,90,15.7073333333333,10,157.073333333333
"16247","United Kingdom",114.56,7,7,1,16,7.16,16,114.56
"16248","United Kingdom",152.94,11,11,1,7,21.8485714285714,7,152.94
"16249","United Kingdom",1800.07,5,11,7,69,26.0879710144928,9.85714285714286,257.152857142857
"16250","United Kingdom",389.44,1,4,4,24,16.2266666666667,6,97.36
"16253","United Kingdom",3683.86,4,11,8,123,29.950081300813,15.375,460.4825
"16255","United Kingdom",2619.91,1,12,12,270,9.70337037037037,22.5,218.325833333333
"16256","United Kingdom",752.43,4,4,1,13,57.8792307692308,13,752.43
"16257","United Kingdom",46.95,7,7,1,2,23.475,2,46.95
"16258","United Kingdom",5203.51,6,11,6,135,38.5445185185185,22.5,867.251666666667
"16260","United Kingdom",1035.45,11,11,1,18,57.525,18,1035.45
"16261","United Kingdom",746.83,5,12,8,124,6.02282258064516,15.5,93.35375
"16265","United Kingdom",5447,1,12,12,258,21.1124031007752,21.5,453.916666666667
"16266","United Kingdom",861.89,6,10,5,61,14.1293442622951,12.2,172.378
"16268","United Kingdom",667.65,10,10,1,45,14.8366666666667,45,667.65
"16270","United Kingdom",1141.24,1,1,1,54,21.1340740740741,54,1141.24
"16271","United Kingdom",1414.24,1,12,12,132,10.7139393939394,11,117.853333333333
"16272","United Kingdom",411.7,9,9,1,25,16.468,25,411.7
"16274","United Kingdom",357.95,1,1,1,67,5.34253731343284,67,357.95
"16275","United Kingdom",559.87,6,6,1,33,16.9657575757576,33,559.87
"16276","United Kingdom",810.6,7,7,1,6,135.1,6,810.6
"16278","United Kingdom",566.38,9,9,1,23,24.6252173913043,23,566.38
"16279","United Kingdom",1509.58,7,12,6,107,14.1082242990654,17.8333333333333,251.596666666667
"16281","United Kingdom",2062.06,10,10,1,17,121.297647058824,17,2062.06
"16282","United Kingdom",168.3,2,2,1,11,15.3,11,168.3
"16283","United Kingdom",1330.14,6,11,6,149,8.92711409395973,24.8333333333333,221.69
"16284","United Kingdom",823.97,11,12,2,109,7.55935779816514,54.5,411.985
"16287","United Kingdom",142.5,7,7,1,8,17.8125,8,142.5
"16292","United Kingdom",302.25,9,9,1,17,17.7794117647059,17,302.25
"16293","United Kingdom",2248.99,1,12,12,118,19.0592372881356,9.83333333333333,187.415833333333
"16295","United Kingdom",1328.55,11,12,2,79,16.8170886075949,39.5,664.275
"16297","United Kingdom",301.9,4,4,1,20,15.095,20,301.9
"16298","United Kingdom",598.2,7,12,6,27,22.1555555555556,4.5,99.7
"16302","United Kingdom",233.22,9,9,1,11,21.2018181818182,11,233.22
"16303","United Kingdom",5360.63,2,12,11,162,33.0903086419753,14.7272727272727,487.33
"16305","United Kingdom",361.22,8,8,1,22,16.4190909090909,22,361.22
"16306","United Kingdom",632.27,1,6,6,41,15.4212195121951,6.83333333333333,105.378333333333
"16308","United Kingdom",2560,4,12,9,4,640,0.444444444444444,284.444444444444
"16309","United Kingdom",706.57,5,9,5,42,16.8230952380952,8.4,141.314
"16311","United Kingdom",616.26,11,12,2,37,16.6556756756757,18.5,308.13
"16313","United Kingdom",167.62,11,11,1,10,16.762,10,167.62
"16315","United Kingdom",226.37,2,2,1,14,16.1692857142857,14,226.37
"16316","United Kingdom",2938.91,1,11,11,151,19.4629801324503,13.7272727272727,267.173636363636
"16317","United Kingdom",1341.65,3,9,7,69,19.4442028985507,9.85714285714286,191.664285714286
"16318","United Kingdom",328.15,12,12,1,19,17.2710526315789,19,328.15
"16319","United Kingdom",404.4,6,6,1,3,134.8,3,404.4
"16321","Australia",373.65,2,10,9,12,31.1375,1.33333333333333,41.5166666666667
"16322","United Kingdom",213.08,12,12,1,28,7.61,28,213.08
"16323","United Kingdom",207.5,6,6,1,1,207.5,1,207.5
"16324","United Kingdom",428.68,7,9,3,118,3.6328813559322,39.3333333333333,142.893333333333
"16325","United Kingdom",594.24,5,11,7,18,33.0133333333333,2.57142857142857,84.8914285714286
"16326","United Kingdom",2827.42,2,12,11,295,9.58447457627119,26.8181818181818,257.038181818182
"16327","United Kingdom",3844.22,1,12,12,319,12.0508463949843,26.5833333333333,320.351666666667
"16330","United Kingdom",251.91,9,12,4,39,6.45923076923077,9.75,62.9775
"16332","United Kingdom",1593.2,3,12,10,153,10.4130718954248,15.3,159.32
"16333","United Kingdom",25079.6,3,12,10,43,583.246511627907,4.3,2507.96
"16337","United Kingdom",151.05,12,12,1,10,15.105,10,151.05
"16338","United Kingdom",214.8,8,8,1,11,19.5272727272727,11,214.8
"16339","United Kingdom",109.95,3,3,1,20,5.4975,20,109.95
"16340","United Kingdom",549.07,9,9,1,153,3.58869281045752,153,549.07
"16341","United Kingdom",1971.87,6,12,7,77,25.6087012987013,11,281.695714285714
"16342","United Kingdom",322.41,7,10,4,15,21.494,3.75,80.6025
"16343","United Kingdom",370.48,12,12,1,47,7.88255319148936,47,370.48
"16344","United Kingdom",101.1,8,8,1,2,50.55,2,101.1
"16345","United Kingdom",575.41,11,11,1,38,15.1423684210526,38,575.41
"16347","United Kingdom",887.65,12,12,1,92,9.64836956521739,92,887.65
"16348","United Kingdom",1469.45,5,12,8,235,6.25297872340426,29.375,183.68125
"16349","United Kingdom",53.5,3,3,1,9,5.94444444444444,9,53.5
"16350","United Kingdom",1116.47,2,12,11,57,19.5871929824561,5.18181818181818,101.497272727273
"16351","United Kingdom",153.9,2,2,1,8,19.2375,8,153.9
"16352","United Kingdom",494.44,12,12,1,28,17.6585714285714,28,494.44
"16353","United Kingdom",6081.71,1,12,12,92,66.1055434782609,7.66666666666667,506.809166666667
"16354","United Kingdom",395.8,10,11,2,39,10.1487179487179,19.5,197.9
"16356","United Kingdom",211.77,4,6,3,31,6.83129032258065,10.3333333333333,70.59
"16357","United Kingdom",658.88,6,12,7,34,19.3788235294118,4.85714285714286,94.1257142857143
"16358","United Kingdom",1594.34,7,11,5,74,21.5451351351351,14.8,318.868
"16359","United Kingdom",1640.19,2,11,10,56,29.2891071428571,5.6,164.019
"16360","United Kingdom",2748.19,10,12,3,519,5.29516377649326,173,916.063333333333
"16361","United Kingdom",896.66,10,12,3,106,8.45905660377358,35.3333333333333,298.886666666667
"16362","United Kingdom",734.77,10,12,3,81,9.07123456790123,27,244.923333333333
"16363","United Kingdom",109.36,11,11,1,5,21.872,5,109.36
"16364","United Kingdom",707.04,8,12,5,53,13.3403773584906,10.6,141.408
"16365","United Kingdom",1540.42,1,12,12,51,30.2043137254902,4.25,128.368333333333
"16366","United Kingdom",327.3,12,12,1,18,18.1833333333333,18,327.3
"16367","United Kingdom",804.49,1,12,12,130,6.18838461538462,10.8333333333333,67.0408333333333
"16368","United Kingdom",302.48,12,12,1,26,11.6338461538462,26,302.48
"16369","United Kingdom",1553.66,6,12,7,118,13.1666101694915,16.8571428571429,221.951428571429
"16370","United Kingdom",1320.56,5,10,6,228,5.7919298245614,38,220.093333333333
"16372","United Kingdom",367.93,12,12,1,97,3.79309278350515,97,367.93
"16374","United Kingdom",473.03,4,11,8,111,4.26153153153153,13.875,59.12875
"16376","United Kingdom",874.25,12,12,1,106,8.24764150943396,106,874.25
"16377","United Kingdom",676.2,4,4,1,5,135.24,5,676.2
"16378","United Kingdom",362.95,3,5,3,23,15.7804347826087,7.66666666666667,120.983333333333
"16379","United Kingdom",1755.76,10,12,3,91,19.2940659340659,30.3333333333333,585.253333333333
"16380","United Kingdom",1780.59,11,11,1,32,55.6434375,32,1780.59
"16383","United Kingdom",668.36,4,10,7,102,6.55254901960784,14.5714285714286,95.48
"16384","United Kingdom",584.5,4,10,7,33,17.7121212121212,4.71428571428571,83.5
"16385","United Kingdom",555.89,1,11,11,59,9.42186440677966,5.36363636363636,50.5354545454545
"16386","United Kingdom",317.2,4,12,9,88,3.60454545454545,9.77777777777778,35.2444444444444
"16387","United Kingdom",94.36,2,2,1,4,23.59,4,94.36
"16389","United Kingdom",1382.07,4,11,8,34,40.6491176470588,4.25,172.75875
"16392","United Kingdom",221.19,4,4,1,45,4.91533333333333,45,221.19
"16393","United Kingdom",2739.51,1,12,12,308,8.89451298701299,25.6666666666667,228.2925
"16394","United Kingdom",1555.34,3,11,9,83,18.7390361445783,9.22222222222222,172.815555555556
"16395","United Kingdom",1486.9,2,11,10,210,7.08047619047619,21,148.69
"16398","United Kingdom",1705.8,4,8,5,82,20.8024390243902,16.4,341.16
"16399","United Kingdom",408.57,5,12,8,73,5.59684931506849,9.125,51.07125
"16400","United Kingdom",303.93,10,10,1,29,10.4803448275862,29,303.93
"16401","United Kingdom",3785.58,2,12,11,167,22.6681437125748,15.1818181818182,344.143636363636
"16402","United Kingdom",299.6,1,4,4,60,4.99333333333333,15,74.9
"16403","United Kingdom",177.5,2,2,1,10,17.75,10,177.5
"16404","United Kingdom",443.05,10,10,1,23,19.2630434782609,23,443.05
"16405","United Kingdom",167.25,3,3,1,5,33.45,5,167.25
"16406","United Kingdom",163.07,12,12,1,63,2.5884126984127,63,163.07
"16407","United Kingdom",2126.93,2,12,11,172,12.3658720930233,15.6363636363636,193.357272727273
"16409","United Kingdom",2028.88,2,12,11,232,8.7451724137931,21.0909090909091,184.443636363636
"16411","United Kingdom",214.65,1,12,12,45,4.77,3.75,17.8875
"16412","United Kingdom",151.83,11,11,1,35,4.338,35,151.83
"16413","United Kingdom",262.2,11,11,1,31,8.45806451612903,31,262.2
"16414","United Kingdom",126.25,4,12,9,7,18.0357142857143,0.777777777777778,14.0277777777778
"16415","United Kingdom",210.35,11,11,1,54,3.89537037037037,54,210.35
"16416","United Kingdom",1051.4,11,12,2,71,14.8084507042254,35.5,525.7
"16418","United Kingdom",675.27,5,11,7,102,6.62029411764706,14.5714285714286,96.4671428571429
"16419","United Kingdom",972.23,3,9,7,51,19.0633333333333,7.28571428571429,138.89
"16422","United Kingdom",34684.4,1,12,12,369,93.9956639566396,30.75,2890.36666666667
"16423","United Kingdom",346.12,12,12,1,18,19.2288888888889,18,346.12
"16424","United Kingdom",133.56,7,7,1,5,26.712,5,133.56
"16425","United Kingdom",302.7,3,3,1,21,14.4142857142857,21,302.7
"16426","United Kingdom",1353.65,4,12,9,254,5.32933070866142,28.2222222222222,150.405555555556
"16427","United Kingdom",241.06,3,4,2,9,26.7844444444444,4.5,120.53
"16429","United Kingdom",284.55,9,9,1,2,142.275,2,284.55
"16430","United Kingdom",300.85,11,11,1,6,50.1416666666667,6,300.85
"16431","United Kingdom",642.81,3,6,4,83,7.74469879518072,20.75,160.7025
"16432","United Kingdom",287.4,11,11,1,8,35.925,8,287.4
"16433","United Kingdom",184.26,12,12,1,17,10.8388235294118,17,184.26
"16434","United Kingdom",1522.25,3,12,10,109,13.9655963302752,10.9,152.225
"16438","United Kingdom",648.54,10,12,3,112,5.79053571428571,37.3333333333333,216.18
"16440","United Kingdom",2665.24,6,12,7,202,13.1942574257426,28.8571428571429,380.748571428571
"16441","United Kingdom",381.2,3,11,9,24,15.8833333333333,2.66666666666667,42.3555555555556
"16442","United Kingdom",437.03,1,5,5,102,4.28460784313725,20.4,87.406
"16444","United Kingdom",654.67,4,11,8,84,7.79369047619048,10.5,81.83375
"16445","United Kingdom",230.51,12,12,1,63,3.65888888888889,63,230.51
"16446","United Kingdom",2.9,6,6,1,2,1.45,2,2.9
"16447","United Kingdom",259.01,8,8,1,36,7.19472222222222,36,259.01
"16448","United Kingdom",188.89,6,6,1,20,9.4445,20,188.89
"16449","United Kingdom",707.69,4,6,3,40,17.69225,13.3333333333333,235.896666666667
"16450","United Kingdom",311.92,8,8,1,11,28.3563636363636,11,311.92
"16451","United Kingdom",266.97,10,10,1,14,19.0692857142857,14,266.97
"16454","United Kingdom",6.9,11,11,1,2,3.45,2,6.9
"16455","United Kingdom",1841.18,1,11,11,99,18.5977777777778,9,167.38
"16456","United Kingdom",2158.37,1,10,10,111,19.4447747747748,11.1,215.837
"16457","United Kingdom",208.36,6,6,1,9,23.1511111111111,9,208.36
"16458","United Kingdom",3307.24,1,12,12,196,16.8736734693878,16.3333333333333,275.603333333333
"16460","United Kingdom",814.72,10,12,3,135,6.03496296296296,45,271.573333333333
"16461","United Kingdom",151.42,7,7,1,33,4.58848484848485,33,151.42
"16462","United Kingdom",136,4,10,7,3,45.3333333333333,0.428571428571429,19.4285714285714
"16463","United Kingdom",1422.4,6,12,7,82,17.3463414634146,11.7142857142857,203.2
"16464","United Kingdom",1314.68,8,12,5,236,5.5706779661017,47.2,262.936
"16466","United Kingdom",1603.46,3,12,10,148,10.8341891891892,14.8,160.346
"16468","United Kingdom",74.9,10,10,1,2,37.45,2,74.9
"16469","United Kingdom",650.43,5,12,8,182,3.57379120879121,22.75,81.30375
"16470","United Kingdom",762.39,1,11,11,170,4.48464705882353,15.4545454545455,69.3081818181818
"16471","United Kingdom",223.95,4,4,1,13,17.2269230769231,13,223.95
"16473","United Kingdom",316.11,2,7,6,18,17.5616666666667,3,52.685
"16474","United Kingdom",1750.39,8,12,5,355,4.93067605633803,71,350.078
"16475","United Kingdom",544.3,4,10,7,28,19.4392857142857,4,77.7571428571429
"16477","United Kingdom",2494.46,1,11,11,146,17.0853424657534,13.2727272727273,226.769090909091
"16478","United Kingdom",331,11,12,2,17,19.4705882352941,8.5,165.5
"16479","United Kingdom",300.83,12,12,1,35,8.59514285714286,35,300.83
"16480","United Kingdom",769.29,10,10,1,53,14.5149056603774,53,769.29
"16482","United Kingdom",220.62,12,12,1,18,12.2566666666667,18,220.62
"16483","United Kingdom",139.35,6,6,1,19,7.33421052631579,19,139.35
"16484","United Kingdom",404.3,7,7,1,25,16.172,25,404.3
"16485","United Kingdom",363.65,10,10,1,42,8.65833333333333,42,363.65
"16488","United Kingdom",498.8,8,12,5,29,17.2,5.8,99.76
"16491","United Kingdom",731.5,11,11,1,39,18.7564102564103,39,731.5
"16493","United Kingdom",1351.63,2,10,9,56,24.13625,6.22222222222222,150.181111111111
"16494","United Kingdom",826.53,3,3,1,50,16.5306,50,826.53
"16495","United Kingdom",246.51,4,4,1,33,7.47,33,246.51
"16496","United Kingdom",1185.04,2,6,5,71,16.6907042253521,14.2,237.008
"16497","United Kingdom",2965.69,2,11,10,136,21.8065441176471,13.6,296.569
"16498","United Kingdom",100.97,7,8,2,15,6.73133333333333,7.5,50.485
"16499","United Kingdom",365.45,1,1,1,19,19.2342105263158,19,365.45
"16500","United Kingdom",348.12,2,12,11,9,38.68,0.818181818181818,31.6472727272727
"16503","United Kingdom",1431.93,1,9,9,84,17.0467857142857,9.33333333333333,159.103333333333
"16504","United Kingdom",484.38,12,12,1,86,5.63232558139535,86,484.38
"16505","United Kingdom",777.6,12,12,1,4,194.4,4,777.6
"16506","United Kingdom",90.3,11,12,2,3,30.1,1.5,45.15
"16509","United Kingdom",363.7,3,3,1,13,27.9769230769231,13,363.7
"16510","United Kingdom",248.1,1,1,1,13,19.0846153846154,13,248.1
"16511","United Kingdom",950.26,4,12,9,169,5.62284023668639,18.7777777777778,105.584444444444
"16513","United Kingdom",662.79,11,12,2,32,20.7121875,16,331.395
"16515","United Kingdom",1627.13,3,11,9,113,14.3993805309735,12.5555555555556,180.792222222222
